ResponseId,Q120,MainBranch,Age,Employment,RemoteWork,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,TechList,BuyNewTool,Country,Currency,CompTotal,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSysPersonal use,OpSysProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,AISearchHaveWorkedWith,AISearchWantToWorkWith,AIDevHaveWorkedWith,AIDevWantToWorkWith,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,SOAI,AISelect,AISent,AIAcc,AIBen,AIToolInterested in Using,AIToolCurrently Using,AIToolNot interested in Using,AINextVery different,AINextNeither different nor similar,AINextSomewhat similar,AINextVery similar,AINextSomewhat different,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Knowledge_8,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,ProfessionalTech,Industry,SurveyLength,SurveyEase,ConvertedCompYearly
49819,I agree,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,"Student, full-time;Not employed, and not looking for work",,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Online Courses or Certification;Other online resources (e.g., videos, blogs, forum)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Recorded coding sessions;Video-based Online Courses;Written Tutorials;Stack Overflow,edX,8,,,,,,,Germany,,,Python,Python,,,,,,,NumPy;Pandas,NumPy,Make,Make,Emacs,Emacs,Other Linux-based;Windows Subsystem for Linux (WSL),Ubuntu,,,Microsoft Teams;Zoom,,WolframAlpha,WolframAlpha,,,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"No, not really",,"No, and I don't plan to",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
49850,I agree,"I am not primarily a developer, but I write code sometimes as part of my work/studies",45-54 years old,"Employed, full-time",In-person,Hobby;Professional development or self-paced learning from online courses;School or academic work,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Books / Physical media;Online Courses or Certification,,,35,,Academic researcher,"1,000 to 4,999 employees",I have little or no influence,,,Ireland,EUR European Euro,,Python,Haskell,,,,,,,NumPy,NumPy,,,Emacs;Visual Studio Code,Emacs;Visual Studio Code,Ubuntu,Ubuntu,,,,,ChatGPT,,,,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really",,"No, and I don't plan to",,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,
50012,I agree,I am a developer by profession,35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);Coding Bootcamp","Formal documentation provided by the owner of the tech;Books;How-to videos;Online challenges (e.g., daily or weekly coding challenges);Written Tutorials;Click to write Choice 20;Stack Overflow;Programming Games",,6,2,"Engineer, data",2 to 9 employees,I have a great deal of influence,Investigate,Start a free trial;Visit developer communities like Stack Overflow;Ask a generative AI tool,France,EUR European Euro,36000.0,Python,Bash/Shell (all shells);Python;Scala;SQL,MongoDB,Elasticsearch;MongoDB,Amazon Web Services (AWS),Amazon Web Services (AWS);OVH,,,,,Make;Pip,Make;Pip;Terraform,Visual Studio Code,Visual Studio Code,Debian;Windows,Debian;Windows,Jira;Markdown File;Notion,Jira;Markdown File;Notion,Discord;Google Meet;Slack;Zoom,Discord,ChatGPT,ChatGPT;Google Bard AI,,,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",,Yes,Very favorable,Increase productivity;Speed up learning;Improve accuracy in coding,Somewhat trust,Writing code;Documenting code;Debugging and getting help;Testing code;Deployment and monitoring,Learning about a codebase;Writing code;Documenting code;Debugging and getting help;Testing code;Deployment and monitoring,,Testing code;Deployment and monitoring,Documenting code,,,Learning about a codebase;Writing code;Debugging and getting help,Yes,Individual contributor,9.0,Disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Strongly disagree,Neither agree nor disagree,Disagree,3-5 times a week,Never,Never,30-60 minutes a day,Less than 15 minutes a day,None of these,"Information Services, IT, Software Development, or other Technology",Too long,Neither easy nor difficult,38552.0
50063,I agree,I am a developer by profession,25-34 years old,"Employed, full-time",In-person,Hobby;Contribute to open-source projects,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Written Tutorials;Click to write Choice 20;Stack Overflow,,12,9,"Developer, full-stack",2 to 9 employees,I have some influence,Investigate,Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd,United States of America,USD	United States dollar,70000.0,Python,Python;Rust,PostgreSQL,PostgreSQL,Amazon Web Services (AWS);Microsoft Azure,"Linode, now Akamai",Flask,,NumPy;Pandas;Scikit-Learn;Torch/PyTorch,NumPy;Pandas;Scikit-Learn;Torch/PyTorch,Docker;Make;Pip;Podman;Terraform,Cargo;Docker;Make;Nix;Podman;Terraform,IPython;Jupyter Notebook/JupyterLab;Neovim,IPython;Neovim,Fedora;Other Linux-based;Ubuntu,Fedora;Ubuntu,Markdown File,Markdown File,Microsoft Teams;Zoom,Microsoft Teams,,,,,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per week,"Yes, somewhat",Disapprove,"No, and I don't plan to",,,,,,,,,,,,Yes,Individual contributor,10.0,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Disagree,Disagree,Agree,1-2 times a week,1-2 times a week,Never,15-30 minutes a day,Less than 15 minutes a day,Continuous integration (CI) and (more often) continuous delivery,Higher Education,Appropriate in length,Easy,70000.0
50135,I agree,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other online resources (e.g., videos, blogs, forum)",Stack Overflow,,5,4,Other (please specify):,500 to 999 employees,I have little or no influence,,Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd,United States of America,USD	United States dollar,,Python,C#;Python;VBA,,,Amazon Web Services (AWS),,,,Opencv;TensorFlow;Torch/PyTorch,Opencv;Scikit-Learn;TensorFlow;Torch/PyTorch,,,Visual Studio Code,Jupyter Notebook/JupyterLab,Windows,Ubuntu,Basecamp;Jira;Monday.com,,Discord;Microsoft Teams;Slack,,,,,,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Daily or almost daily,"Yes, somewhat",Titles yes and edits to simplify questions/make them more readable.,"No, but I plan to soon",Favorable,,Somewhat trust,,,,,,,,,Yes,Individual contributor,5.0,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Never,Never,Never,60-120 minutes a day,30-60 minutes a day,DevOps function;Microservices;Automated testing;Observability tools;Innersource initiative;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;AI-assisted technology tool(s),"Information Services, IT, Software Development, or other Technology",Appropriate in length,Easy,
50244,I agree,I am a developer by profession,18-24 years old,"Employed, full-time",In-person,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Online Courses or Certification;School (i.e., University, College, etc)",,edX,5,1,"Developer, desktop or enterprise applications",100 to 499 employees,I have some influence,Investigate,Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd,United States of America,USD	United States dollar,82000.0,Python,C++;Lua;Rust,PostgreSQL;SQLite,PostgreSQL,,,,,NumPy;Qt,NumPy,Make;Pip,Docker,IPython;PyCharm;Qt Creator,IPython;PyCharm,Windows,MacOS;Red Hat,Jira,Jira,Microsoft Teams,Discord,,,,,Stack Overflow;Stack Exchange,A few times per week,No,,"No, not really","Perhaps Stack Overflow could use AI to suggest posts that are relevant to the current post being viewed. I'm sure there's valid use cases for AI on Stack Overflow, but nothing else comes to mind at the moment.","No, and I don't plan to",,,,,,,,,,,,Yes,Individual contributor,1.0,Agree,Strongly disagree,Disagree,Agree,Strongly agree,Disagree,Disagree,Disagree,Never,1-2 times a week,Never,15-30 minutes a day,15-30 minutes a day,DevOps function;Automated testing,Other,Appropriate in length,Neither easy nor difficult,82000.0
50247,I agree,I am learning to code,25-34 years old,"Employed, full-time",In-person,Hobby,Some college/university study without earning a degree,"Books / Physical media;Other online resources (e.g., videos, blogs, forum)",Books;How-to videos;Certification videos,,6,,Marketing or sales professional,,,Investigate,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd,United States of America,,,Python,C;C#;C++;Java;JavaScript;PHP;Python;Ruby;SQL;Visual Basic (.Net),,,Google Cloud,,WordPress,,,,,,Atom,,iOS;Windows,iOS;Ubuntu,,,Discord;Slack;Whatsapp;Zoom,,,,,,Stack Overflow;Stack Exchange,Less than once per month or monthly,Not sure/can't remember,,Neutral,Idk,"No, but I plan to soon",Favorable,,Neither trust nor distrust,,,,,,,,,No,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
50269,I agree,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,"Employed, part-time;Student, part-time",In-person,Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses;Freelance/contract work;School or academic work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Colleague;Friend or family member;Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;How-to videos;Video-based Online Courses;Written-based Online Courses;Written Tutorials;Click to write Choice 20;Stack Overflow;Interactive tutorial;Certification videos,,5,,Student,,,Given a list,Ask developers I know/work with;Visit developer communities like Stack Overflow,Czech Republic,,,Python,Bash/Shell (all shells);C;C++;Fortran;JavaScript;PowerShell;Python;R;Ruby;Rust;SQL;TypeScript,,,,,,,NumPy;Pandas,CUDA;Keras;NumPy;Pandas;Scikit-Learn;TensorFlow,,,Vim;Visual Studio Code,CLion;Vim;Visual Studio Code,Ubuntu,Ubuntu,Markdown File,Markdown File,Signal;Telegram;Whatsapp;Zulip,Signal;Telegram;Whatsapp;Zulip,,,,,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,Neutral,"Providing fast answers to simple questions, checking community standards","No, and I don't plan to",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,
50270,I agree,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44 years old,"Employed, full-time;Student, part-time",Remote,Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Colleague;Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)","Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;How-to videos;Video-based Online Courses;Written-based Online Courses;Auditory material (e.g., podcasts);Click to write Choice 20;Stack Overflow",Codecademy,10,,Cloud infrastructure engineer,,,Investigate,Start a free trial;Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit;Ask a generative AI tool,Brazil,,,Python,Go;Rust,Dynamodb;MySQL,Elasticsearch;Snowflake,Amazon Web Services (AWS),Amazon Web Services (AWS);Google Cloud,,,,,Docker;Terraform,Kubernetes,Notepad++;Visual Studio Code,Notepad++;Visual Studio Code,Android;ChromeOS;Windows,Android;ChromeOS;Ubuntu,Confluence;Jira;Markdown File;Miro;Notion,Confluence;Jira;Markdown File;Notion;Trello,Google Chat;Google Meet;Microsoft Teams;Slack;Telegram;Whatsapp;Zoom,Discord;Google Chat;Google Meet;Slack;Telegram;Whatsapp;Zoom,ChatGPT,Bing AI;ChatGPT;Google Bard AI,,,Stack Overflow;Collectives on Stack Overflow,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",improve the question for a more accurate answer,Yes,Indifferent,Increase productivity;Speed up learning;Improve accuracy in coding,Somewhat trust,Learning about a codebase;Project planning;Testing code;Committing and reviewing code,Writing code;Documenting code;Debugging and getting help,Deployment and monitoring;Collaborating with teammates ,Writing code;Debugging and getting help,Documenting code,,,,Yes,Individual contributor,20.0,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Agree,Agree,1-2 times a week,1-2 times a week,1-2 times a week,30-60 minutes a day,15-30 minutes a day,DevOps function;Microservices;Automated testing;Observability tools;Continuous integration (CI) and (more often) continuous delivery;AI-assisted technology tool(s),"Information Services, IT, Software Development, or other Technology",Appropriate in length,Neither easy nor difficult,
50284,I agree,I am learning to code,25-34 years old,"Not employed, but looking for work",,,Some college/university study without earning a degree,"Books / Physical media;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;How-to videos;Video-based Online Courses;Stack Overflow;Certification videos,Udemy,2,,Student,,,Investigate,Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd,Indonesia,,,Python,Python,MySQL;SQLite,PostgreSQL;SQLite,,,WordPress,Django;React,,,Pip,Docker;Kubernetes;Pip,Visual Studio,Android Studio;Visual Studio,Android;Windows,Ubuntu,Trello,Stack Overflow for Teams,Whatsapp,Slack,ChatGPT,ChatGPT,,,I have never visited Stack Overflow or the Stack Exchange network,,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",,Yes,Unsure,Speed up learning,Somewhat trust,Project planning;Documenting code;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,Learning about a codebase;Debugging and getting help,Writing code,,,,,Learning about a codebase,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
50338,I agree,I am a developer by profession,25-34 years old,"Not employed, but looking for work",,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Other (please specify):,,,20,,Developer Experience,,,Investigate,Ask developers I know/work with,United States of America,,,Python,Python;Rust;TypeScript,Dynamodb,Dynamodb,Amazon Web Services (AWS),Digital Ocean;Google Cloud;Microsoft Azure,,,,,Ansible;Chocolatey;CMake;Docker;Homebrew;Make;Pip,Docker;Make,Emacs,Emacs,MacOS,MacOS,Wikis,Wikis,Slack,,,,,,Stack Overflow;Stack Exchange,Less than once per month or monthly,No,,"No, not at all",,"No, and I don't plan to",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
50447,I agree,I am a developer by profession,35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Professional development or self-paced learning from online courses,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Books / Physical media;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum)","Formal documentation provided by the owner of the tech;Books;How-to videos;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Interactive tutorial",Other,30,20,"Developer, back-end",100 to 499 employees,I have little or no influence,,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,United Kingdom of Great Britain and Northern Ireland,GBP	Pound sterling,95000.0,Python,Python;SQL,MongoDB;Redis,MongoDB;PostgreSQL;Redis,Amazon Web Services (AWS);Google Cloud;Microsoft Azure,Amazon Web Services (AWS);Google Cloud;Microsoft Azure,Flask,Django;Flask,,,Docker;Pip,Docker;Kubernetes;Pip,PyCharm,PyCharm,Other Linux-based;Windows,MacOS,Jira,Jira,Google Meet;Slack,Google Meet;Slack,ChatGPT,ChatGPT,GitHub Copilot,GitHub Copilot,Stack Overflow;Stack Exchange;Collectives on Stack Overflow,A few times per week,Yes,Less than once per month or monthly,Neutral,"It can give a short summary of question and answer. It can improve/suggest the tone of answers or replies. It can help finding related questions better, and it can create knowledge-bases based on the answers in a topic. It can find the answers to new questions better, to avoid duplicate questions.",Yes,Very favorable,Increase productivity;Speed up learning;Improve accuracy in coding,Neither trust nor distrust,Learning about a codebase;Project planning;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,Writing code,,,,Writing code,,,Yes,Individual contributor,20.0,Neither agree nor disagree,Disagree,Agree,Agree,Strongly agree,Disagree,Agree,Neither agree nor disagree,1-2 times a week,1-2 times a week,Never,15-30 minutes a day,60-120 minutes a day,Automated testing;Observability tools;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery,Healthcare,Too long,Neither easy nor difficult,117931.0
50556,I agree,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)",I don’t code outside of work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Colleague;Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)","Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;How-to videos;Written-based Online Courses;Auditory material (e.g., podcasts);Written Tutorials;Stack Overflow;Interactive tutorial",,12,6,DevOps specialist,"5,000 to 9,999 employees",I have little or no influence,,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,United Kingdom of Great Britain and Northern Ireland,GBP	Pound sterling,,Python,Python,Snowflake,,Amazon Web Services (AWS),Amazon Web Services (AWS),,,,,Docker;Kubernetes;Pip,,PyCharm;VSCodium,PyCharm;VSCodium,Ubuntu,Ubuntu,Confluence;Jira,Confluence,Slack;Zoom,Slack;Zoom,ChatGPT,,,,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,Neutral,,"No, but I plan to soon",Favorable,,Somewhat distrust,,,,,,,,,Yes,Individual contributor,6.0,Strongly agree,Strongly agree,Strongly disagree,Disagree,Agree,,Strongly agree,Strongly disagree,Never,1-2 times a week,1-2 times a week,30-60 minutes a day,15-30 minutes a day,DevOps function;Microservices;Automated testing;Observability tools;Innersource initiative;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery,Financial Services,Too long,Easy,
50609,I agree,I am a developer by profession,18-24 years old,"Employed, part-time;Student, part-time",Remote,Hobby;Contribute to open-source projects,Some college/university study without earning a degree,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Recorded coding sessions;How-to videos,,6,,"Developer, back-end",,,,,Germany,,,Python,Elixir;Go;Haskell;Lua;OCaml;Rust;Zig,,,,,FastAPI,Lit;Qwik;Svelte,,,Docker;Pip,Cargo;Docker;Nix;Pacman;Podman,Neovim,Emacs;Helix;Neovim,Arch;Windows;Windows Subsystem for Linux (WSL),,Markdown File,,Microsoft Teams,Discord,,,,,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"No, not really","Finding a question, that already has answers for the asked question.","No, and I don't plan to",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,
50853,I agree,I am a developer by profession,45-54 years old,"Employed, full-time",Remote,Hobby,"Associate degree (A.A., A.S., etc.)","On the job training;Other online resources (e.g., videos, blogs, forum)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;Recorded coding sessions;How-to videos;Video-based Online Courses;Written Tutorials;Stack Overflow;Certification videos,,40,33,DevOps specialist,"1,000 to 4,999 employees",I have some influence,Investigate,Start a free trial;Visit developer communities like Stack Overflow,United States of America,USD	United States dollar,135000.0,Python,Python,,,Amazon Web Services (AWS),Amazon Web Services (AWS),,,,,Pip,Pip,Visual Studio Code,Visual Studio Code,MacOS;Ubuntu;Windows;Windows Subsystem for Linux (WSL),MacOS;Ubuntu;Windows;Windows Subsystem for Linux (WSL),Confluence,Confluence,Microsoft Teams,Microsoft Teams,,,,,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Daily or almost daily,"Yes, somewhat",,"No, and I don't plan to",,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,135000.0
50944,I agree,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,Professional development or self-paced learning from online courses,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;Video-based Online Courses;Written-based Online Courses;Written Tutorials;Stack Overflow;Interactive tutorial;Certification videos,,5,3,"Engineer, data",500 to 999 employees,I have some influence,Investigate,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,Japan,JPY	Japanese yen,5500000.0,Python,Go;Python,Dynamodb,Dynamodb;PostgreSQL;Redis,Amazon Web Services (AWS),Amazon Web Services (AWS);Google Cloud;Microsoft Azure,,,NumPy;Pandas;Scikit-Learn;Torch/PyTorch,Apache Kafka;Apache Spark;Hadoop;Hugging Face Transformers;Keras;NumPy;Pandas;Scikit-Learn;TensorFlow;Torch/PyTorch,Docker;Homebrew,Docker;Terraform,Jupyter Notebook/JupyterLab;Visual Studio Code,Visual Studio Code,iOS;MacOS;Red Hat;Ubuntu,MacOS;Red Hat;Ubuntu,GitHub Discussions;Markdown File,GitHub Discussions;Markdown File,Google Meet;Slack,,ChatGPT;Google Bard AI,,AWS CodeWhisperer;GitHub Copilot,GitHub Copilot,Stack Overflow,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, not really","search, summarize",Yes,Favorable,Other (please explain);Speed up learning,Neither trust nor distrust,Learning about a codebase;Project planning;Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,Learning about a codebase;Writing code;Documenting code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,,,Committing and reviewing code,Writing code;Deployment and monitoring;Collaborating with teammates ,,Learning about a codebase;Documenting code,Yes,People manager,3.0,Strongly agree,Agree,Strongly disagree,Strongly disagree,Disagree,Neither agree nor disagree,Agree,Strongly disagree,1-2 times a week,1-2 times a week,6-10 times a week,30-60 minutes a day,15-30 minutes a day,DevOps function;Microservices;Automated testing;Continuous integration (CI) and (more often) continuous delivery;AI-assisted technology tool(s),"Information Services, IT, Software Development, or other Technology",Too short,Easy,39425.0
50947,I agree,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)",I don’t code outside of work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Colleague;On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Stack Overflow,,12,10,Data scientist or machine learning specialist,20 to 99 employees,I have little or no influence,,Start a free trial,Australia,AUD	Australian dollar,175000.0,Python,C++;Rust,,,,,,,Apache Spark;Pandas,,,,PyCharm,,MacOS;Windows,MacOS,Confluence;Jira,,Microsoft Teams;Slack,,Bing AI;ChatGPT,,,,Stack Overflow,A few times per week,No,,"No, not at all",,Yes,Favorable,Increase productivity;Greater efficiency;Speed up learning,Neither trust nor distrust,Learning about a codebase;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,Writing code,Project planning;Documenting code,,,Writing code,,,No,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,115682.0
51127,I agree,"I am not primarily a developer, but I write code sometimes as part of my work/studies",18-24 years old,"Employed, full-time",In-person,Hobby;School or academic work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","School (i.e., University, College, etc)",,,4,Less than 1 year,Marketing or sales professional,"10,000 or more employees",I have little or no influence,,,Germany,EUR European Euro,,Python,C#;C++;Python;R;SQL,MySQL;Neo4J,MySQL,,,ASP.NET CORE,,,,,,PyCharm;Visual Studio Code,PyCharm;Visual Studio Code,MacOS,Windows,,,Discord;Whatsapp;Zoom,Cisco Webex Teams,,,,,Stack Overflow;Stack Exchange,A few times per month or weekly,No,,Neutral,"AI can be a helpful tool, though it should not interfere with the user experience. Suggested titles are a good idea, though I would be careful when it comes to promoting questions with certain titles because it might lead to the silencing of niche questions.","No, and I don't plan to",,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
51135,I agree,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,"Student, full-time",,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;Click to write Choice 20;Stack Overflow,,6,,,,,Given a list,Ask developers I know/work with,China,,,Python,Python,,,,,,,,,CMake;Unity 3D,,Vim;Visual Studio Code,,Windows,Windows,,,,,WolframAlpha,WolframAlpha,,,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",,"No, and I don't plan to",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Too long,Easy,
51294,I agree,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,"Employed, full-time",In-person,I don’t code outside of work,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Other online resources (e.g., videos, blogs, forum)",Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Stack Overflow,,10,10,Academic researcher,"10,000 or more employees",I have some influence,Investigate,,United States of America,USD	United States dollar,270000.0,Python,Python;Rust,,,,,,,,,,,Visual Studio Code,Visual Studio Code,MacOS;Ubuntu,MacOS;Ubuntu,,,Google Chat;Google Meet,Google Chat;Google Meet,,,,,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,"No, not really",,"No, but I plan to soon",Very unfavorable,,Somewhat distrust,,,,,,,,,No,,,,,,,,,,,,,,,,,,Too long,Easy,270000.0
51334,I agree,"I am not primarily a developer, but I write code sometimes as part of my work/studies",65 years or older,Retired,,,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Books / Physical media;On the job training,,,More than 50 years,11,,"Just me - I am a freelancer, sole proprietor, etc.",I have a great deal of influence,Other,Start a free trial;Visit developer communities like Stack Overflow,United States of America,USD	United States dollar,,Python,Python,,,,,,,,,,,,,Windows,Windows,,,Discord,Discord,,,,,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per week,"Yes, somewhat","With some caution and scepticism, I think some sort of software could automate some of the repetitive tasks associated with reviewing/editing/commenting-on questions.  Spell check; code properly marked as code; ask if minimal if over, say, 15 lines; identified as to language and version; if a syntax checker exists, as with Python, check it?  I have quit doing these sort of repetitive things.","No, but I plan to soon",Unsure,,Somewhat distrust,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
